molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL348865,COc1ccc2c(ccn2Nc2ccncc2)c1,100000.0,inactive
CHEMBL351760,Cc1cn(Nc2ccncc2)c2ccccc12,100000.0,inactive
CHEMBL154541,CCN(c1ccncc1)n1ccc2ccccc21,100000.0,inactive
CHEMBL152362,Brc1ccc2c(ccn2Nc2ccncc2)c1,100000.0,inactive
CHEMBL347666,CN(c1ccncc1)n1ccc2cc(Br)ccc21,100000.0,inactive
CHEMBL154257,CCCN(c1ccncc1)n1cc(C(C)=O)c2ccccc21,58000.0,inactive
CHEMBL153847,O=C(O)/C=C/C(=O)O.c1cnn(Nc2ccncc2)c1,100000.0,inactive
CHEMBL154319,CC(C)N(c1ccncc1)n1ccc2ccccc21,100000.0,inactive
CHEMBL348716,c1ccc2nn(Nc3ccncc3)cc2c1,100000.0,inactive
CHEMBL435034,CCCN(c1ccncc1)n1c2ccccc2c2ccccc21.O=C(O)/C=C/C(=O)O,100000.0,inactive
CHEMBL155359,O=C(O)/C=C/C(=O)O.c1ccc2c(c1)cnn2Nc1ccncc1,100000.0,inactive
CHEMBL154945,CCCN(c1ccncc1)n1c(C)cc2ccccc21,100000.0,inactive
CHEMBL155603,CCCN(c1ccncc1)n1cc(C=O)c2ccccc21,20000.0,inactive
CHEMBL29835,CCCN(c1ccncc1)n1ccc2ccccc21,100000.0,inactive
CHEMBL29835,CCCN(c1ccncc1)n1ccc2ccccc21,100000.0,inactive
CHEMBL350692,CCCN(c1ccncc1)n1cc(C)c2ccccc21,29000.0,inactive
CHEMBL155460,CCCN(c1ccncc1)n1ccc2cc(Cl)ccc21,100000.0,inactive
CHEMBL356922,O=[N+]([O-])c1ccc2c(ccn2Nc2ccncc2)c1,100000.0,inactive
CHEMBL157971,CCCN(c1ccncc1)n1cccn1.O=C(O)/C=C/C(=O)O,100000.0,inactive
CHEMBL357553,Clc1ccc2c(ccn2Nc2ccncc2)c1,100000.0,inactive
CHEMBL347336,C=CCN(c1ccncc1)n1ccc2ccccc21,100000.0,inactive
CHEMBL155211,CCCN(c1ccncc1)n1ccc2cc(OC)ccc21,100000.0,inactive
CHEMBL154297,Cc1cc2ccccc2n1Nc1ccncc1,100000.0,inactive
CHEMBL345442,CCCN(c1ccncc1)n1cc(C#N)c2ccccc21,6800.0,intermediate
CHEMBL345607,O=C(O)/C=C/C(=O)O.c1ccc2c(c1)c1ccccc1n2Nc1ccncc1,100000.0,inactive
CHEMBL42531,CCCN(c1ccncc1F)n1cc(C)c2cc(OC(=O)NC)ccc21,58.0,active
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,9.0,active
CHEMBL290628,CCCCNC(=O)Oc1ccc2c(c1)c(C)cn2N(CCC)c1ccncc1F,4000.0,intermediate
CHEMBL44080,CCCN(c1ccncc1F)n1cc(C)c2cc(OC(=O)NCc3ccccc3)ccc21,43.0,active
CHEMBL42667,CCCCCCCNC(=O)Oc1ccc2c(c1)c(C)cn2N(CCC)c1ccncc1F,43000.0,inactive
CHEMBL295462,CNC(=O)Oc1ccc2c(c1)c(C)cn2Nc1ccncc1F,130.0,active
CHEMBL156290,Cc1cccc(N2CCN(CCNCc3ccc(CN4CCCCC4)o3)C2=C(C#N)C#N)c1,13.0,active
CHEMBL154211,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,30.0,active
CHEMBL160914,Cc1ccc(N2CCN(CCNCc3ccc(CN4CCCCC4)o3)C2=C(C#N)C#N)cc1,2.2,active
CHEMBL155300,COc1ccccc1N1CCN(CCNCc2ccc(CN3CCCCC3)o2)C1=C(C#N)C#N,66.0,active
CHEMBL160913,COc1ccc(N2CCN(CCNCc3ccc(CN4CCCCC4)o3)C2=C(C#N)C#N)cc1,19.0,active
CHEMBL155983,COc1cccc(N2CCN(CCNCc3ccc(CN4CCCCC4)o3)C2=C(C#N)C#N)c1,14.0,active
CHEMBL345638,N#CC(C#N)=C1N(CCNCc2ccc(CN3CCCCC3)o2)CCN1c1ccccc1,14.0,active
CHEMBL96643,CCCOC1CCCc2nc3ccccc3c(N)c21,193.0,active
CHEMBL329526,CCCCOC1CCCc2nc3ccccc3c(N)c21,1900.0,intermediate
CHEMBL96542,CN1CCN(C2CCCc3nc4ccccc4c(N)c32)CC1,100000.0,inactive
CHEMBL96861,CCCCCC(=O)NC1CCCc2nc3ccccc3c(N)c21,51800.0,inactive
CHEMBL76173,c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,1.3,active
CHEMBL96889,COC1CCCc2nc3ccccc3c(N)c21,4740.0,intermediate
CHEMBL421501,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,115.0,active
CHEMBL96588,Nc1c2c(nc3ccccc13)CCCC2NCc1ccccc1,20100.0,inactive
CHEMBL328904,CCOC1CCCc2nc3ccccc3c(N)c21,298.0,active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,333.0,active
CHEMBL92563,Nc1c2c(nc3ccccc13)CCCC2NCCc1ccccc1,18600.0,inactive
CHEMBL76014,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,75.0,active
CHEMBL96406,CC1=NC2CCCc3nc4ccccc4c(c32)N1,100000.0,inactive
CHEMBL330188,COc1ccc(CNC2CCCc3nc4ccccc4c(N)c32)cc1OC,38400.0,inactive
CHEMBL96196,c1ccc(C2=NC3CCCc4nc5ccccc5c(c43)N2)cc1,100000.0,inactive
CHEMBL75305,c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,4.8,active
CHEMBL540697,CCCNC1CCCc2nc3ccccc3c(N)c21,12500.0,inactive
CHEMBL74940,Fc1ccc2c(NCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.9,active
CHEMBL308962,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,2.5,active
CHEMBL329069,Nc1c2c(nc3ccccc13)CCCC2N1CCN(c2ccccc2)CC1,100000.0,inactive
CHEMBL419146,Nc1c2c(nc3ccccc13)CCCC2N1CCC(c2ccccc2)CC1,100000.0,inactive
CHEMBL328695,CCNC1CCCc2nc3ccccc3c(N)c21,4790.0,intermediate
CHEMBL73160,Clc1ccc2c(NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.6,active
CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.2,active
CHEMBL74927,Fc1ccc2c(NCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.6,active
CHEMBL95161,CCCCNC1CCCc2nc3ccccc3c(N)c21,48800.0,inactive
CHEMBL307908,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,2.7,active
CHEMBL73800,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1.4,active
CHEMBL312761,Fc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.7,active
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,3640.0,intermediate
CHEMBL262039,Nc1c2c(nc3ccccc13)CCCC2Nn1cccc1,8160.0,intermediate
CHEMBL96124,Nc1c2c(nc3ccccc13)CCCC2N1CCCC1,18000.0,inactive
CHEMBL75985,c1cnc2nc3c(c(NCCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,1.9,active
CHEMBL307004,Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.07,active
CHEMBL319797,Nc1c2c(nc3ccccc13)CCCC2c1cccs1,490.0,active
CHEMBL96375,COc1ccc(C2CCCc3nc4ccccc4c(N)c32)c(OC)c1,4820.0,intermediate
CHEMBL329465,Nc1c2c(nc3ccccc13)CCCC2N,8590.0,intermediate
CHEMBL95066,CC(=O)NC1CCCc2nc3ccccc3c(N)c21,64900.0,inactive
CHEMBL312310,Clc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.3,active
CHEMBL96774,Nc1c2c(nc3ccccc13)CCCC2N1CCCCC1,8400.0,intermediate
CHEMBL74827,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,22.0,active
CHEMBL329576,Nc1c2c(nc3ccccc13)CCCC2N1CCOCC1,100000.0,inactive
CHEMBL321339,[N-]=[N+]=NC1CCCc2nc3ccccc3c(N)c21,11800.0,inactive
CHEMBL306492,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,1.6,active
CHEMBL75274,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1.6,active
CHEMBL77374,Oc1ccc2c(n1)CCCC2NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,26.2,active
CHEMBL76658,O=c1ccc2c([nH]1)CCCC2NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.8,active
CHEMBL76659,Oc1ccc2c(n1)CCCC2NCCCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,112.0,active
CHEMBL1202836,Cl.Oc1ccc2c(n1)CCCC2NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,53.1,active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,223.0,active
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,114.0,active
CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1.5,active
CHEMBL74607,Oc1ccc2c(n1)CCCC2NCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,36.3,active
CHEMBL1202837,Cl.Cl.Oc1ccc2c(n1)CCCC2NCCCCCNc1c2c(nc3ccccc13)CCCC2,122.0,active
CHEMBL1202834,Cl.Oc1ccc2c(n1)CCCC2NCCCCCCNc1c2c(nc3ccccc13)CCCC2,37.1,active
CHEMBL1202835,Cl.Cl.Oc1ccc2c(n1)CCCC2NCCCCNc1c2c(nc3ccccc13)CCCC2,42.6,active
CHEMBL131827,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,1.1,active
CHEMBL131827,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,0.009,active
CHEMBL128471,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,5.7,active
CHEMBL128471,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,0.6,active
CHEMBL107110,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC)c1OC,274.0,active
CHEMBL320730,CN(CCCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,474.0,active
CHEMBL108231,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)CC1CCCCC1,1090.0,intermediate
CHEMBL110627,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCCC2)cc1,28.0,active
CHEMBL418807,CCN(CCCCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1OC,100.0,active
CHEMBL336297,CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,28.0,active
CHEMBL128260,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)Nc2ccccc2)c1,2.8,active
CHEMBL128260,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)Nc2ccccc2)c1,1000.0,active
CHEMBL421282,CCCCCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,400.0,active
CHEMBL106891,O=C1c2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,30.0,active
CHEMBL73637,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2Cc1ccccc1,68.0,active
CHEMBL322392,CCN(CCCCCCC(=O)c1ccc(OC)c(OC)c1)Cc1ccccc1OC,10.0,active
CHEMBL107208,CCN(CCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1,76.0,active
CHEMBL319003,CCN(CCCCCC(=O)c1ccc(OC)c(OC)c1)Cc1ccccc1OC,24.0,active
CHEMBL108171,CCN(CCCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)Cc1ccccc1,3000.0,intermediate
CHEMBL108525,CCN(CCCCCN(C(C)=O)C(=O)/C=C/c1ccccc1)Cc1ccccc1,2300.0,intermediate
CHEMBL106766,CCN(CCCCCNC(=O)/C=C/c1ccccc1)Cc1ccccc1,11800.0,inactive
CHEMBL107572,CCN(CCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1OC,20.0,active
CHEMBL129753,CNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,37.0,active
CHEMBL110244,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)CCCc1ccccc1,161.0,active
CHEMBL129577,CCCCCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,170.0,active
CHEMBL299708,CN(CCC1CCN(Cc2ccccc2)CC1)C(=O)c1ccc(S(=O)(=O)Cc2ccccc2)cc1,0.56,active
CHEMBL106739,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC(=O)NC)c1,0.38,active
CHEMBL322393,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,151.0,active
CHEMBL323420,O=C(CC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCCC2)cc1,19000.0,inactive
CHEMBL130918,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,8.9,active
CHEMBL130918,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,70.0,active
CHEMBL128390,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,42.0,active
CHEMBL75110,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2,20.0,active
CHEMBL110437,CCN(CCCCCN1C(=O)C2CCCCC2C1=O)Cc1ccccc1,18500.0,inactive
CHEMBL131253,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,100.0,active
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.3,active
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,20.0,active
CHEMBL130847,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,36.0,active
CHEMBL326868,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CC1CCN(Cc2ccccc2)CC1,3000.0,intermediate
CHEMBL339039,CCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,8.6,active
CHEMBL322328,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccc(OC)cc1,269.0,active
CHEMBL308793,CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,11.0,active
CHEMBL107263,O=C(CCCC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCCC2)cc1,220.0,active
CHEMBL74962,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCCC2,3140.0,intermediate
CHEMBL131579,CNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,0.7,active
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,14.0,active
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,2.0,active
CHEMBL128452,CCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,70.0,active
CHEMBL128780,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,100.0,active
CHEMBL106678,CN(CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,8230.0,intermediate
CHEMBL104005,CN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,1360.0,intermediate
CHEMBL310467,CCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,376.0,active
CHEMBL110723,CCN(CCCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,607.0,active
CHEMBL110281,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)CCc1ccccc1,770.0,active
CHEMBL75013,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,98.0,active
CHEMBL127960,CCCCCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,160.0,active
CHEMBL316737,COc1ccc(CN2CCC(CCC(=O)c3ccc(N4CCCC4)cc3)CC2)cc1,30200.0,inactive
CHEMBL128551,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,14.0,active
CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,13.0,active
CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,2.0,active
CHEMBL128552,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,21.0,active
CHEMBL105825,CCN(CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,252.0,active
CHEMBL128202,CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,0.56,active
CHEMBL128202,CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,4.0,active
CHEMBL131219,CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,4.0,active
CHEMBL320636,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1OC,24.0,active
CHEMBL108369,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC)c1,45.0,active
CHEMBL105874,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,13.0,active
CHEMBL74560,CCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,22.0,active
CHEMBL108726,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,7.7,active
CHEMBL337999,CNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.82,active
CHEMBL337999,CNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,100.0,active
CHEMBL128863,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,13.0,active
CHEMBL128863,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,40.0,active
CHEMBL105932,CCN(CCCCCN(C(C)=O)C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)Cc1ccccc1,539.0,active
CHEMBL74747,CN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,81.0,active
CHEMBL311017,CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,10.0,active
CHEMBL132110,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,68.0,active
CHEMBL106582,COc1cccc(CN2CCC(CCC(=O)c3ccc(N4CCCC4)cc3)CC2)c1,5320.0,intermediate
CHEMBL128043,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,31.0,active
CHEMBL110298,CCN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,3370.0,intermediate
CHEMBL131411,CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,100.0,active
CHEMBL110554,CCN(CCCCCC(=O)c1ccc(N2CCCC2)cc1)Cc1ccccc1OC,50.0,active
CHEMBL106574,CCN(CCCCCC(=O)c1ccc(N2CCCC2)cc1)Cc1ccccc1,305.0,active
CHEMBL419184,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1C1CCN(Cc2ccccc2)CC1,27000.0,inactive
CHEMBL106528,COc1ccccc1CN1CCC(CCC(=O)c2ccc(N3CCCC3)cc2)CC1,1900.0,intermediate
CHEMBL128618,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,8.9,active
CHEMBL432023,CCCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,2650.0,intermediate
CHEMBL107149,CCN(CCCCCCCc1ccc(OC)c(OC)c1)Cc1ccccc1OC,1070.0,intermediate
CHEMBL307513,CCCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,1330.0,intermediate
CHEMBL128392,CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,250.0,active
CHEMBL107316,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,5.3,active
CHEMBL108632,COc1ccc(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc1OC,52.0,active
CHEMBL108356,CCN(CCCCCCOc1ccc(OC)c(OC)c1)Cc1ccccc1OC,920.0,active
CHEMBL110268,CCN(CCCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1OC,6.0,active
CHEMBL340625,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,5.7,active
CHEMBL340625,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,1.5,active
CHEMBL331404,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,510.0,active
CHEMBL121273,Cn1c2c(ccc1=O)C(NCc1ccccc1)CCC2,100000.0,inactive
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,630.0,active
CHEMBL120893,CCCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,1050.0,intermediate
CHEMBL123762,NC1(Cc2ccccc2)CCCc2nc(O)ccc21,100000.0,inactive
CHEMBL123280,CC(C)CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,2340.0,intermediate
CHEMBL332894,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(F)c(F)c1)CCC2,980.0,active
CHEMBL432831,Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)cc1)CCC2,6600.0,intermediate
CHEMBL121056,Cn1c2c(ccc1=O)C(NCCc1ccc(C(F)(F)F)cc1)CCC2,12890.0,inactive
CHEMBL434791,Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,2930.0,intermediate
CHEMBL121102,CCCCCCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,3710.0,intermediate
CHEMBL331004,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccccc1Cl)CCC2,520.0,active
CHEMBL123302,COc1cccc(CCNC2CCCc3c2ccc(=O)n3CC=C(C)C)c1,1100.0,intermediate
CHEMBL122994,CC(C)=CCn1c2c(ccc1=O)C(NCCc1cc(Cl)cc(Cl)c1)CCC2,800.0,active
CHEMBL123936,CC(C)n1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,34520.0,inactive
CHEMBL120814,C=C(C)Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,5320.0,intermediate
CHEMBL445315,O=c1ccc2c(n1Cc1ccccc1)CCCC2NCCc1ccc(Cl)c(Cl)c1,17340.0,inactive
CHEMBL121250,CC1(N)CCCc2nc(O)ccc21,100000.0,inactive
CHEMBL121401,Cn1c2c(ccc1=O)C(C)(N)CCC2,100000.0,inactive
CHEMBL119822,C=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,9210.0,intermediate
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,44.5,active
CHEMBL323807,NCc1ccc(O)nc1,900000.0,inactive
CHEMBL121232,Cc1ccc(CCNC2CCCc3c2ccc(=O)n3C)cc1,18180.0,inactive
CHEMBL121524,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)cc1Cl)CCC2,790.0,active
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,80.0,active
CHEMBL326547,C/C=C1\C2CCC[C@]1(N)c1ccc(O)nc1C2,9820.0,intermediate
CHEMBL123361,CCCCCCCCCCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,33690.0,inactive
CHEMBL121147,CCCn1c2c(ccc1=O)C(NCCc1c[nH]c3ccccc13)CCC2,3160.0,intermediate
CHEMBL115350,C/C=C1\C2Cc3nc(O)ccc3[C@@]1(N)CC(C)C2,900.0,active
CHEMBL115350,C/C=C1\C2Cc3nc(O)ccc3[C@@]1(N)CC(C)C2,1630.0,intermediate
CHEMBL331493,Cn1c2c(ccc1=O)C(NCCCc1ccccc1)CCC2,48440.0,inactive
CHEMBL121604,CC(C)=CCn1c2c(ccc1=O)C(NCCc1cc(Cl)ccc1Cl)CCC2,1360.0,intermediate
CHEMBL334174,CCCn1c2c(ccc1=O)C(NC1Cc3ccccc3C1)CCC2,3910.0,intermediate
CHEMBL121344,Cn1c2c(ccc1=O)C(NCCc1ccccc1)CCC2,18600.0,inactive
CHEMBL332647,Oc1ccc2c(n1)CCCC2NCCc1ccccc1,100000.0,inactive
CHEMBL114730,C/C=C1\CCc2nc(O)ccc2[C@]1(C)N,338000.0,inactive
CHEMBL121549,CCCn1c2c(ccc1=O)C(NCCc1ccccc1)CCC2,3130.0,intermediate
CHEMBL332376,CCCn1c2c(ccc1=O)C(NCCc1ccccn1)CCC2,4340.0,intermediate
CHEMBL121143,COc1ccc(CCNC2CCCc3c2ccc(=O)n3C)cc1,9610.0,intermediate
